codigo,componente,anos,organizacao_tipo,unidade_tematica,campos_atuacao,pratica_linguagem,eixo,objetos_conhecimento,texto,vigencia_status,fonte_localizador,fonte_localizador_pdf
EF03LP03,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-ortografizacao,,ef-comp-lp-oc-construcao-do-sistema-alfabetico-e-da-ortografia,"Ler e escrever corretamente palavras com os dígrafos lh, nh, ch.",vigente,"aba Língua Portuguesa, linha 99","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 117"
EF03LP04,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-ortografizacao,,ef-comp-lp-oc-conhecimento-das-diversas-grafias-do-alfabeto-acentuacao,"Usar acento gráfico (agudo ou circunflexo) em monossílabos tônicos terminados em a, e, o e em palavras oxítonas terminadas em a, e, o, seguidas ou não de s.",vigente,"aba Língua Portuguesa, linha 100","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 119"
EF03LP05,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-ortografizacao,,ef-comp-lp-oc-segmentacao-de-palavras-classificacao-de-palavras-por-numero-de-silabas,"Identificar o número de sílabas de palavras, classificando-as em monossílabas, dissílabas, trissílabas e polissílabas.",vigente,"aba Língua Portuguesa, linha 101","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 119"
EF03LP06,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-ortografizacao,,ef-comp-lp-oc-construcao-do-sistema-alfabetico,"Identificar a sílaba tônica em palavras, classificando-as em oxítonas, paroxítonas e proparoxítonas.",vigente,"aba Língua Portuguesa, linha 102","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 119"
EF03LP07,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-ortografizacao,,ef-comp-lp-oc-pontuacao,"Identificar a função na leitura e usar na escrita ponto final, ponto de interrogação, ponto de exclamação e, em diálogos (discurso direto), dois-pontos e travessão.",vigente,"aba Língua Portuguesa, linha 103","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 119"
EF03LP08,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-ortografizacao,,ef-comp-lp-oc-morfologia,"Identificar e diferenciar, em textos, substantivos e verbos e suas funções na oração: agente, ação, objeto da ação.",vigente,"aba Língua Portuguesa, linha 104","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 119"
EF03LP09,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-ortografizacao,,ef-comp-lp-oc-morfossintaxe,"Identificar, em textos, adjetivos e sua função de atribuição de propriedades aos substantivos.",vigente,"aba Língua Portuguesa, linha 105","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 121"
EF03LP10,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-ortografizacao,,ef-comp-lp-oc-morfologia,"Reconhecer prefixos e sufixos produtivos na formação de palavras derivadas de substantivos, de adjetivos e de verbos, utilizando-os para compreender palavras e para formar novas palavras.",vigente,"aba Língua Portuguesa, linha 106","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 121"
EF03LP11,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-campo-da-vida-cotidiana,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-compreensao-em-leitura,"Ler e compreender, com autonomia, textos injuntivos instrucionais (receitas, instruções de montagem etc.), com a estrutura própria desses textos (verbos imperativos, indicação de passos a ser seguidos) e mesclando palavras, imagens e recursos gráfico-visuais, considerando a situação comunicativa e o tema/assunto do texto.",vigente,"aba Língua Portuguesa, linha 107","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 121"
EF03LP12,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-campo-da-vida-cotidiana,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-compreensao-em-leitura,"Ler e compreender, com autonomia, cartas pessoais e diários, com expressão de sentimentos e opiniões, dentre outros gêneros do campo da vida cotidiana, de acordo com as convenções do gênero carta e considerando a situação comunicativa e o tema/assunto do texto.",vigente,"aba Língua Portuguesa, linha 108","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 123"
EF03LP13,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-campo-da-vida-cotidiana,ef-comp-lp-prat-producao-de-textos-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-escrita-colaborativa,"Planejar e produzir cartas pessoais e diários, com expressão de sentimentos e opiniões, dentre outros gêneros do campo da vida cotidiana, de acordo com as convenções dos gêneros carta e diário e considerando a situação comunicativa e o tema/assunto do texto.",vigente,"aba Língua Portuguesa, linha 109","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 123"
EF03LP14,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-campo-da-vida-cotidiana,ef-comp-lp-prat-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-escrita-colaborativa,"Planejar e produzir textos injuntivos instrucionais, com a estrutura própria desses textos (verbos imperativos, indicação de passos a ser seguidos) e mesclando palavras, imagens e recursos gráfico-visuais, considerando a situação comunicativa e o tema/ assunto do texto.",vigente,"aba Língua Portuguesa, linha 110","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 123"
EF03LP15,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-campo-da-vida-cotidiana,ef-comp-lp-prat-oralidade,,ef-comp-lp-oc-producao-de-texto-oral,"Assistir, em vídeo digital, a programa de culinária infantil e, a partir dele, planejar e produzir receitas em áudio ou vídeo.",vigente,"aba Língua Portuguesa, linha 111","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 123"
EF03LP16,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-campo-da-vida-cotidiana,ef-comp-lp-prat-analise-linguistica-semiotica-ortografizacao,,ef-comp-lp-oc-forma-de-composicao-do-texto,"Identificar e reproduzir, em textos injuntivos instrucionais (receitas, instruções de montagem, digitais ou impressos), a formatação própria desses textos (verbos imperativos, indicação de passos a ser seguidos) e a diagramação específica dos textos desses gêneros (lista de ingredientes ou materiais e instruções de execução – ""modo de fazer"").",vigente,"aba Língua Portuguesa, linha 112","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 125"
EF03LP17,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-campo-da-vida-cotidiana,ef-comp-lp-prat-analise-linguistica-semiotica-ortografizacao,,ef-comp-lp-oc-forma-de-composicao-do-texto,"Identificar e reproduzir, em gêneros epistolares e diários, a formatação própria desses textos (relatos de acontecimentos, expressão de vivências, emoções, opiniões ou críticas) e a diagramação específica dos textos desses gêneros (data, saudação, corpo do texto, despedida, assinatura).",vigente,"aba Língua Portuguesa, linha 113","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 125"
EF03LP18,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-campo-da-vida-publica,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-compreensao-em-leitura,"Ler e compreender, com autonomia, cartas dirigidas a veículos da mídia impressa ou digital (cartas de leitor e de reclamação a jornais, revistas) e notícias, dentre outros gêneros do campo jornalístico, de acordo com as convenções do gênero carta e considerando a situação comunicativa e o tema/assunto do texto.",vigente,"aba Língua Portuguesa, linha 114","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 125"
EF03LP19,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-campo-da-vida-publica,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-compreensao-em-leitura,"Identificar e discutir o propósito do uso de recursos de persuasão (cores, imagens, escolha de palavras, jogo de palavras, tamanho de letras) em textos publicitários e de propaganda, como elementos de convencimento.",vigente,"aba Língua Portuguesa, linha 115","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 127"
EF03LP20,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-campo-da-vida-publica,ef-comp-lp-prat-producao-de-textos-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-escrita-colaborativa,"Produzir cartas dirigidas a veículos da mídia impressa ou digital (cartas do leitor ou de reclamação a jornais ou revistas), dentre outros gêneros do campo político-cidadão, com opiniões e críticas, de acordo com as convenções do gênero carta e considerando a situação comunicativa e o tema/assunto do texto.",vigente,"aba Língua Portuguesa, linha 116","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 127"
EF03LP21,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-campo-da-vida-publica,ef-comp-lp-prat-producao-de-textos-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-escrita-colaborativa,"Produzir anúncios publicitários, textos de campanhas de conscientização destinados ao público infantil, observando os recursos de persuasão utilizados nos textos publicitários e de propaganda (cores, imagens, slogan, escolha de palavras, jogo de palavras, tamanho e tipo de letras, diagramação).",vigente,"aba Língua Portuguesa, linha 117","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 127"
EF03LP22,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-campo-da-vida-publica,ef-comp-lp-prat-oralidade,,ef-comp-lp-oc-planejamento-e-producao-de-texto,"Planejar e produzir, em colaboração com os colegas, telejornal para público infantil com algumas notícias e textos de campanhas que possam ser repassados oralmente ou em meio digital, em áudio ou vídeo, considerando a situação comunicativa, a organização específica da fala nesses gêneros e o tema/assunto/ finalidade dos textos.",vigente,"aba Língua Portuguesa, linha 118","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 129"
EF03LP23,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-campo-da-vida-publica,ef-comp-lp-prat-analise-linguistica-semiotica-ortografizacao,,ef-comp-lp-oc-forma-de-composicao-dos-textos,"Analisar o uso de adjetivos em cartas dirigidas a veículos da mídia impressa ou digital (cartas do leitor ou de reclamação a jornais ou revistas), digitais ou impressas.",vigente,"aba Língua Portuguesa, linha 119","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 129"
EF03LP24,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-campo-das-praticas-de-estudo-e-pesquisa,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-compreensao-em-leitura,"Ler/ouvir e compreender, com autonomia, relatos de observações e de pesquisas em fontes de informações, considerando a situação comunicativa e o tema/assunto do texto.",vigente,"aba Língua Portuguesa, linha 120","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 131"
EF03LP25,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-campo-das-praticas-de-estudo-e-pesquisa,ef-comp-lp-prat-producao-de-textos-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-producao-de-textos,"Planejar e produzir textos para apresentar resultados de observações e de pesquisas em fontes de informações, incluindo, quando pertinente, imagens, diagramas e gráficos ou tabelas simples, considerando a situação comunicativa e o tema/assunto do texto.",vigente,"aba Língua Portuguesa, linha 121","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 131"
EF03LP26,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-campo-das-praticas-de-estudo-e-pesquisa,ef-comp-lp-prat-analise-linguistica-semiotica-ortografizacao,,ef-comp-lp-oc-forma-de-composicao-dos-textos | ef-comp-lp-oc-adequacao-do-texto-as-normas-de-escrita,"Identificar e reproduzir, em relatórios de observação e pesquisa, a formatação e diagramação específica desses gêneros (passos ou listas de itens, tabelas, ilustrações, gráficos, resumo dos resultados), inclusive em suas versões orais.",vigente,"aba Língua Portuguesa, linha 122","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 133"
EF03LP27,ef-comp-lp,3,campo_pratica,,ef-comp-lp-catu-campo-artistico-literario,ef-comp-lp-prat-oralidade,,ef-comp-lp-oc-performances-orais,"Recitar cordel e cantar repentes e emboladas, observando as rimas e obedecendo ao ritmo e à melodia.",vigente,"aba Língua Portuguesa, linha 123","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 135"
EF35LP01,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-decodificacao-fluencia-de-leitura,"Ler e compreender, silenciosamente e, em seguida, em voz alta, com autonomia e fluência, textos curtos com nível de textualidade adequado.",vigente,"aba Língua Portuguesa, linha 124","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 115"
EF35LP02,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-formacao-de-leitor,"Selecionar livros da biblioteca e/ou do cantinho de leitura da sala de aula e/ou disponíveis em meios digitais para leitura individual, justificando a escolha e compartilhando com os colegas sua opinião, após a leitura.",vigente,"aba Língua Portuguesa, linha 125","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 115"
EF35LP03,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-compreensao,"Identificar a ideia central do texto, demonstrando compreensão global.",vigente,"aba Língua Portuguesa, linha 126","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 115"
EF35LP04,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-estrategia-de-leitura,Inferir informações implícitas nos textos lidos.,vigente,"aba Língua Portuguesa, linha 127","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 115"
EF35LP05,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-estrategia-de-leitura,"Inferir o sentido de palavras ou expressões desconhecidas em textos, com base no contexto da frase ou do texto.",vigente,"aba Língua Portuguesa, linha 128","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 115"
EF35LP06,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-estrategia-de-leitura,"Recuperar relações entre partes de um texto, identificando substituições lexicais (de substantivos por sinônimos) ou pronominais (uso de pronomes anafóricos – pessoais, possessivos, demonstrativos) que contribuem para a continuidade do texto.",vigente,"aba Língua Portuguesa, linha 129","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 115"
EF35LP07,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-producao-de-textos-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-construcao-do-sistema-alfabetico-convencoes-da-escrita,"Utilizar, ao produzir um texto, conhecimentos linguísticos e gramaticais, tais como ortografia, regras básicas de concordância nominal e verbal, pontuação (ponto final, ponto de exclamação, ponto de interrogação, vírgulas em enumerações) e pontuação do discurso direto, quando for o caso.",vigente,"aba Língua Portuguesa, linha 130","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 115"
EF35LP08,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-producao-de-textos-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-construcao-do-sistema-alfabetico-estabelecimento-de-relacoes-anaforicas-na-referenciacao-e-construcao-da-coesao,"Utilizar, ao produzir um texto, recursos de referenciação (por substituição lexical ou por pronomes pessoais, possessivos e demonstrativos), vocabulário apropriado ao gênero, recursos de coesão pronominal (pronomes anafóricos) e articuladores de relações de sentido (tempo, causa, oposição, conclusão, comparação), com nível suficiente de informatividade.",vigente,"aba Língua Portuguesa, linha 131","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 115"
EF35LP09,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-producao-de-textos-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-planejamento-de-texto-progressao-tematica-e-paragrafacao,"Organizar o texto em unidades de sentido, dividindo-o em parágrafos segundo as normas gráficas e de acordo com as características do gênero textual.",vigente,"aba Língua Portuguesa, linha 132","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 115"
EF35LP10,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-oralidade,,ef-comp-lp-oc-forma-de-composicao-de-generos-orais,"Identificar gêneros do discurso oral, utilizados em diferentes situações e contextos comunicativos, e suas características linguístico-expressivas e composicionais (conversação espontânea, conversação telefônica, entrevistas pessoais, entrevistas no rádio ou na TV, debate, noticiário de rádio e TV, narração de jogos esportivos no rádio e TV, aula, debate etc.).",vigente,"aba Língua Portuguesa, linha 133","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 115"
EF35LP11,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-oralidade,,ef-comp-lp-oc-variacao-linguistica,"Ouvir gravações, canções, textos falados em diferentes variedades linguísticas, identificando características regionais, urbanas e rurais da fala e respeitando as diversas variedades linguísticas como características do uso da língua por diferentes grupos regionais ou diferentes culturas locais, rejeitando preconceitos linguísticos.",vigente,"aba Língua Portuguesa, linha 134","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 115"
EF35LP12,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-ortografizacao,,ef-comp-lp-oc-construcao-do-sistema-alfabetico-e-da-ortografia,"Recorrer ao dicionário para esclarecer dúvida sobre a escrita de palavras, especialmente no caso de palavras com relações irregulares fonema-grafema.",vigente,"aba Língua Portuguesa, linha 135","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 117"
EF35LP13,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-ortografizacao,,ef-comp-lp-oc-construcao-do-sistema-alfabetico-e-da-ortografia,Memorizar a grafia de palavras de uso frequente nas quais as relações fonema-grafema são irregulares e com h inicial que não representa fonema.,vigente,"aba Língua Portuguesa, linha 136","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 117"
EF35LP14,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-ortografizacao,,ef-comp-lp-oc-morfologia,"Identificar em textos e usar na produção textual pronomes pessoais, possessivos e demonstrativos, como recurso coesivo anafórico.",vigente,"aba Língua Portuguesa, linha 137","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 121"
EF35LP15,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-campo-da-vida-publica,ef-comp-lp-prat-producao-de-textos-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-escrita-colaborativa,"Opinar e defender ponto de vista sobre tema polêmico relacionado a situações vivenciadas na escola e/ou na comunidade, utilizando registro formal e estrutura adequada à argumentação, considerando a situação comunicativa e o tema/assunto do texto.",vigente,"aba Língua Portuguesa, linha 138","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 127"
EF35LP16,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-campo-da-vida-publica,ef-comp-lp-prat-analise-linguistica-semiotica-ortografizacao,,ef-comp-lp-oc-forma-de-composicao-dos-textos,"Identificar e reproduzir, em notícias, manchetes, lides e corpo de notícias simples para público infantil e cartas de reclamação (revista infantil), digitais ou impressos, a formatação e diagramação específica de cada um desses gêneros, inclusive em suas versões orais.",vigente,"aba Língua Portuguesa, linha 139","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 129"
EF35LP17,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-campo-das-praticas-de-estudo-e-pesquisa,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-pesquisa,"Buscar e selecionar, com o apoio do professor, informações de interesse sobre fenômenos sociais e naturais, em textos que circulam em meios impressos ou digitais.",vigente,"aba Língua Portuguesa, linha 140","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 131"
EF35LP18,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-campo-das-praticas-de-estudo-e-pesquisa,ef-comp-lp-prat-oralidade,,ef-comp-lp-oc-escuta-de-textos-orais,"Escutar, com atenção, apresentações de trabalhos realizadas por colegas, formulando perguntas pertinentes ao tema e solicitando esclarecimentos sempre que necessário.",vigente,"aba Língua Portuguesa, linha 141","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 133"
EF35LP19,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-campo-das-praticas-de-estudo-e-pesquisa,ef-comp-lp-prat-oralidade,,ef-comp-lp-oc-compreensao-de-textos-orais,"Recuperar as ideias principais em situações formais de escuta de exposições, apresentações e palestras.",vigente,"aba Língua Portuguesa, linha 142","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 133"
EF35LP20,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-campo-das-praticas-de-estudo-e-pesquisa,ef-comp-lp-prat-oralidade,,ef-comp-lp-oc-planejamento-de-texto-oral | ef-comp-lp-oc-exposicao-oral,"Expor trabalhos ou pesquisas escolares, em sala de aula, com apoio de recursos multissemióticos (imagens, diagrama, tabelas etc.), orientando-se por roteiro escrito, planejando o tempo de fala e adequando a linguagem à situação comunicativa.",vigente,"aba Língua Portuguesa, linha 143","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 133"
EF35LP21,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-campo-artistico-literario,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-formacao-do-leitor-literario,"Ler e compreender, de forma autônoma, textos literários de diferentes gêneros e extensões, inclusive aqueles sem ilustrações, estabelecendo preferências por gêneros, temas, autores.",vigente,"aba Língua Portuguesa, linha 144","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 135"
EF35LP22,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-campo-artistico-literario,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-formacao-do-leitor-literario-leitura-multissemiotica,"Perceber diálogos em textos narrativos, observando o efeito de sentido de verbos de enunciação e, se for o caso, o uso de variedades linguísticas no discurso direto.",vigente,"aba Língua Portuguesa, linha 145","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 135"
EF35LP23,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-campo-artistico-literario,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-apreciacao-estetica-estilo,"Apreciar poemas e outros textos versificados, observando rimas, aliterações e diferentes modos de divisão dos versos, estrofes e refrões e seu efeito de sentido.",vigente,"aba Língua Portuguesa, linha 146","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 135"
EF35LP24,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-campo-artistico-literario,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-textos-dramaticos,Identificar funções do texto dramático (escrito para ser encenado) e sua organização por meio de diálogos entre personagens e marcadores das falas das personagens e de cena.,vigente,"aba Língua Portuguesa, linha 147","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 135"
EF35LP25,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-campo-artistico-literario,ef-comp-lp-prat-producao-de-textos-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-escrita-autonoma-e-compartilhada,"Criar narrativas ficcionais, com certa autonomia, utilizando detalhes descritivos, sequências de eventos e imagens apropriadas para sustentar o sentido do texto, e marcadores de tempo, espaço e de fala de personagens.",vigente,"aba Língua Portuguesa, linha 148","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 135"
EF35LP26,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-campo-artistico-literario,ef-comp-lp-prat-producao-de-textos-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-escrita-autonoma-e-compartilhada,"Ler e compreender, com certa autonomia, narrativas ficcionais que apresentem cenários e personagens, observando os elementos da estrutura narrativa: enredo, tempo, espaço, personagens, narrador e a construção do discurso indireto e discurso direto.",vigente,"aba Língua Portuguesa, linha 149","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 135"
EF35LP27,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-campo-artistico-literario,ef-comp-lp-prat-producao-de-textos-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-escrita-autonoma,"Ler e compreender, com certa autonomia, textos em versos, explorando rimas, sons e jogos de palavras, imagens poéticas (sentidos figurados) e recursos visuais e sonoros.",vigente,"aba Língua Portuguesa, linha 150","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 135"
EF35LP28,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-campo-artistico-literario,ef-comp-lp-prat-oralidade,,ef-comp-lp-oc-declamacao,"Declamar poemas, com entonação, postura e interpretação adequadas.",vigente,"aba Língua Portuguesa, linha 151","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 135"
EF35LP29,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-campo-artistico-literario,ef-comp-lp-prat-analise-linguistica-semiotica-ortografizacao,,ef-comp-lp-oc-formas-de-composicao-de-narrativas,"Identificar, em narrativas, cenário, personagem central, conflito gerador, resolução e o ponto de vista com base no qual histórias são narradas, diferenciando narrativas em primeira e terceira pessoas.",vigente,"aba Língua Portuguesa, linha 152","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 137"
EF35LP30,ef-comp-lp,3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-campo-artistico-literario,ef-comp-lp-prat-analise-linguistica-semiotica-ortografizacao,,ef-comp-lp-oc-discurso-direto-e-indireto,"Diferenciar discurso indireto e discurso direto, determinando o efeito de sentido de verbos de enunciação e explicando o uso de variedades linguísticas no discurso direto, quando for o caso.",vigente,"aba Língua Portuguesa, linha 153","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 137"
