codigo,componente,anos,organizacao_tipo,unidade_tematica,campos_atuacao,pratica_linguagem,eixo,objetos_conhecimento,texto,vigencia_status,fonte_localizador,fonte_localizador_pdf
EF01LP01,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-protocolos-de-leitura,Reconhecer que textos são lidos e escritos da esquerda para a direita e de cima para baixo da página.,vigente,"aba Língua Portuguesa, linha 4","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 101"
EF01LP02,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-correspondencia-fonema-grafema,"Escrever, espontaneamente ou por ditado, palavras e frases de forma alfabética – usando letras/grafemas que representem fonemas.",vigente,"aba Língua Portuguesa, linha 5","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 101"
EF01LP03,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-construcao-do-sistema-alfabetico-convencoes-da-escrita,"Observar escritas convencionais, comparando-as às suas produções escritas, percebendo semelhanças e diferenças.",vigente,"aba Língua Portuguesa, linha 6","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 101"
EF01LP04,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-alfabetizacao,,ef-comp-lp-oc-conhecimento-do-alfabeto-do-portugues-do-brasil,Distinguir as letras do alfabeto de outros sinais gráficos.,vigente,"aba Língua Portuguesa, linha 7","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 101"
EF01LP05,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-alfabetizacao,,ef-comp-lp-oc-construcao-do-sistema-alfabetico,Reconhecer o sistema de escrita alfabética como representação dos sons da fala.,vigente,"aba Língua Portuguesa, linha 8","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 101"
EF01LP06,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-alfabetizacao,,ef-comp-lp-oc-construcao-do-sistema-alfabetico-e-da-ortografia,Segmentar oralmente palavras em sílabas.,vigente,"aba Língua Portuguesa, linha 9","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 101"
EF01LP07,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-alfabetizacao,,ef-comp-lp-oc-construcao-do-sistema-alfabetico-e-da-ortografia,Identificar fonemas e sua representação por letras.,vigente,"aba Língua Portuguesa, linha 10","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 101"
EF01LP08,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-alfabetizacao,,ef-comp-lp-oc-construcao-do-sistema-alfabetico-e-da-ortografia,"Relacionar elementos sonoros (sílabas, fonemas, partes de palavras) com sua representação escrita.",vigente,"aba Língua Portuguesa, linha 11","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 103"
EF01LP09,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-alfabetizacao,,ef-comp-lp-oc-construcao-do-sistema-alfabetico-e-da-ortografia,"Comparar palavras, identificando semelhanças e diferenças entre sons de sílabas iniciais.",vigente,"aba Língua Portuguesa, linha 12","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 103"
EF01LP10,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-alfabetizacao,,ef-comp-lp-oc-conhecimento-do-alfabeto-do-portugues-do-brasil,Nomear as letras do alfabeto e recitá-lo na ordem das letras.,vigente,"aba Língua Portuguesa, linha 13","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 103"
EF01LP11,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-alfabetizacao,,ef-comp-lp-oc-conhecimento-das-diversas-grafias-do-alfabeto-acentuacao,"Conhecer, diferenciar e relacionar letras em formato imprensa e cursiva, maiúsculas e minúsculas.",vigente,"aba Língua Portuguesa, linha 14","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 103"
EF01LP12,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-alfabetizacao,,ef-comp-lp-oc-segmentacao-de-palavras-classificacao-de-palavras-por-numero-de-silabas,"Reconhecer a separação das palavras, na escrita, por espaços em branco.",vigente,"aba Língua Portuguesa, linha 15","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 103"
EF01LP13,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-alfabetizacao,,ef-comp-lp-oc-construcao-do-sistema-alfabetico,"Comparar palavras, identificando semelhanças e diferenças entre sons de sílabas mediais e finais.",vigente,"aba Língua Portuguesa, linha 16","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 103"
EF01LP14,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-alfabetizacao,,ef-comp-lp-oc-pontuacao,"Identificar outros sinais no texto além das letras, como pontos finais, de interrogação e exclamação e seus efeitos na entonação.",vigente,"aba Língua Portuguesa, linha 17","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 103"
EF01LP15,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-analise-linguistica-semiotica-alfabetizacao,,ef-comp-lp-oc-sinonimia-e-antonimia-morfologia-pontuacao,Agrupar palavras pelo critério de aproximação de significado (sinonímia) e separar palavras pelo critério de oposição de significado (antonímia).,vigente,"aba Língua Portuguesa, linha 18","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 103"
EF01LP16,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-campo-da-vida-cotidiana,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-compreensao-em-leitura,"Ler e compreender, em colaboração com os colegas e com a ajuda do professor, quadras, quadrinhas, parlendas, trava-línguas, dentre outros gêneros do campo da vida cotidiana, considerando a situação comunicativa e o tema/assunto do texto e relacionando sua forma de organização à sua finalidade.",vigente,"aba Língua Portuguesa, linha 19","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 105"
EF01LP17,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-campo-da-vida-cotidiana,ef-comp-lp-prat-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-escrita-autonoma-e-compartilhada,"Planejar e produzir, em colaboração com os colegas e com a ajuda do professor, listas, agendas, calendários, avisos, convites, receitas, instruções de montagem e legendas para álbuns, fotos ou ilustrações (digitais ou impressos), dentre outros gêneros do campo da vida cotidiana, considerando a situação comunicativa e o tema/assunto/ finalidade do texto.",vigente,"aba Língua Portuguesa, linha 20","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 105"
EF01LP18,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-campo-da-vida-cotidiana,ef-comp-lp-prat-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-escrita-autonoma-e-compartilhada,"Registrar, em colaboração com os colegas e com a ajuda do professor, cantigas, quadras, quadrinhas, parlendas, trava-línguas, dentre outros gêneros do campo da vida cotidiana, considerando a situação comunicativa e o tema/assunto/finalidade do texto.",vigente,"aba Língua Portuguesa, linha 21","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 105"
EF01LP19,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-campo-da-vida-cotidiana,ef-comp-lp-prat-oralidade,,ef-comp-lp-oc-producao-de-texto-oral,"Recitar parlendas, quadras, quadrinhas, trava-línguas, com entonação adequada e observando as rimas.",vigente,"aba Língua Portuguesa, linha 22","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 105"
EF01LP20,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-campo-da-vida-cotidiana,ef-comp-lp-prat-analise-linguistica-semiotica-alfabetizacao,,ef-comp-lp-oc-forma-de-composicao-do-texto,"Identificar e reproduzir, em listas, agendas, calendários, regras, avisos, convites, receitas, instruções de montagem e legendas para álbuns, fotos ou ilustrações (digitais ou impressos), a formatação e diagramação específica de cada um desses gêneros.",vigente,"aba Língua Portuguesa, linha 23","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 107"
EF01LP21,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-campo-da-vida-publica,ef-comp-lp-prat-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-escrita-compartilhada,"Escrever, em colaboração com os colegas e com a ajuda do professor, listas de regras e regulamentos que organizam a vida na comunidade escolar, dentre outros gêneros do campo da atuação cidadã, considerando a situação comunicativa e o tema/assunto do texto.",vigente,"aba Língua Portuguesa, linha 24","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 109"
EF01LP22,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-campo-das-praticas-de-estudo-e-pesquisa,ef-comp-lp-prat-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-producao-de-textos,"Planejar e produzir, em colaboração com os colegas e com a ajuda do professor, diagramas, entrevistas, curiosidades, dentre outros gêneros do campo investigativo, digitais ou impressos, considerando a situação comunicativa e o tema/assunto/finalidade do texto.",vigente,"aba Língua Portuguesa, linha 25","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 111"
EF01LP23,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-campo-das-praticas-de-estudo-e-pesquisa,ef-comp-lp-prat-oralidade,,ef-comp-lp-oc-planejamento-de-texto-oral-exposicao-oral,"Planejar e produzir, em colaboração com os colegas e com a ajuda do professor, entrevistas, curiosidades, dentre outros gêneros do campo investigativo, que possam ser repassados oralmente por meio de ferramentas digitais, em áudio ou vídeo, considerando a situação comunicativa e o tema/assunto/finalidade do texto.",vigente,"aba Língua Portuguesa, linha 26","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 111"
EF01LP24,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-campo-das-praticas-de-estudo-e-pesquisa,ef-comp-lp-prat-analise-linguistica-semiotica-alfabetizacao,,ef-comp-lp-oc-forma-de-composicao-dos-textos-adequacao-do-texto-as-normas-de-escrita,"Identificar e reproduzir, em enunciados de tarefas escolares, diagramas, entrevistas, curiosidades, digitais ou impressos, a formatação e diagramação específica de cada um desses gêneros, inclusive em suas versões orais.",vigente,"aba Língua Portuguesa, linha 27","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 113"
EF01LP25,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-campo-artistico-literario,ef-comp-lp-prat-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-escrita-autonoma-e-compartilhada,"Produzir, tendo o professor como escriba, recontagens de histórias lidas pelo professor, histórias imaginadas ou baseadas em livros de imagens, observando a forma de composição de textos narrativos (personagens, enredo, tempo e espaço).",vigente,"aba Língua Portuguesa, linha 28","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 113"
EF01LP26,ef-comp-lp,1,campo_pratica,,ef-comp-lp-catu-campo-artistico-literario,ef-comp-lp-prat-analise-linguistica-semiotica-alfabetizacao,,ef-comp-lp-oc-formas-de-composicao-de-narrativas,"Identificar elementos de uma narrativa lida ou escutada, incluindo personagens, enredo, tempo e espaço.",vigente,"aba Língua Portuguesa, linha 29","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 113"
EF12LP01,ef-comp-lp,1 | 2,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-decodificacao-fluencia-de-leitura,"Ler palavras novas com precisão na decodificação, no caso de palavras de uso frequente, ler globalmente, por memorização.",vigente,"aba Língua Portuguesa, linha 30","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 101"
EF12LP02,ef-comp-lp,1 | 2,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-formacao-de-leitor,"Buscar, selecionar e ler, com a mediação do professor (leitura compartilhada), textos que circulam em meios impressos ou digitais, de acordo com as necessidades e interesses.",vigente,"aba Língua Portuguesa, linha 31","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 101"
EF12LP03,ef-comp-lp,1 | 2,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-construcao-do-sistema-alfabetico-estabelecimento-de-relacoes-anaforicas-na-referenciacao-e-construcao-da-coesao,"Copiar textos breves, mantendo suas características e voltando para o texto sempre que tiver dúvidas sobre sua distribuição gráfica, espaçamento entre as palavras, escrita das palavras e pontuação.",vigente,"aba Língua Portuguesa, linha 32","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 101"
EF12LP04,ef-comp-lp,1 | 2,campo_pratica,,ef-comp-lp-catu-campo-da-vida-cotidiana,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-compreensao-em-leitura,"Ler e compreender, em colaboração com os colegas e com a ajuda do professor ou já com certa autonomia, listas, agendas, calendários, avisos, convites, receitas, instruções de montagem (digitais ou impressos), dentre outros gêneros do campo da vida cotidiana, considerando a situação comunicativa e o tema/assunto do texto e relacionando sua forma de organização à sua finalidade.",vigente,"aba Língua Portuguesa, linha 33","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 105"
EF12LP05,ef-comp-lp,1 | 2,campo_pratica,,ef-comp-lp-catu-campo-da-vida-cotidiana,ef-comp-lp-prat-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-escrita-compartilhada,"Planejar e produzir, em colaboração com os colegas e com a ajuda do professor, (re)contagens de histórias, poemas e outros textos versificados (letras de canção, quadrinhas, cordel), poemas visuais, tiras e histórias em quadrinhos, dentre outros gêneros do campo artístico-literário, considerando a situação comunicativa e a finalidade do texto.",vigente,"aba Língua Portuguesa, linha 34","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 105"
EF12LP06,ef-comp-lp,1 | 2,campo_pratica,,ef-comp-lp-catu-campo-da-vida-cotidiana,ef-comp-lp-prat-oralidade,,ef-comp-lp-oc-producao-de-texto-oral,"Planejar e produzir, em colaboração com os colegas e com a ajuda do professor, recados, avisos, convites, receitas, instruções de montagem, dentre outros gêneros do campo da vida cotidiana, que possam ser repassados oralmente por meio de ferramentas digitais, em áudio ou vídeo, considerando a situação comunicativa e o tema/assunto/finalidade do texto.",vigente,"aba Língua Portuguesa, linha 35","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 105"
EF12LP07,ef-comp-lp,1 | 2,campo_pratica,,ef-comp-lp-catu-campo-da-vida-cotidiana,ef-comp-lp-prat-analise-linguistica-semiotica-alfabetizacao,,ef-comp-lp-oc-forma-de-composicao-do-texto,"Identificar e (re)produzir, em cantiga, quadras, quadrinhas, parlendas, trava-línguas e canções, rimas, aliterações, assonâncias, o ritmo de fala relacionado ao ritmo e à melodia das músicas e seus efeitos de sentido.",vigente,"aba Língua Portuguesa, linha 36","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 107"
EF12LP08,ef-comp-lp,1 | 2,campo_pratica,,ef-comp-lp-catu-campo-da-vida-publica,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-compreensao-em-leitura,"Ler e compreender, em colaboração com os colegas e com a ajuda do professor, fotolegendas em notícias, manchetes e lides em notícias, álbum de fotos digital noticioso e notícias curtas para público infantil, dentre outros gêneros do campo jornalístico, considerando a situação comunicativa e o tema/assunto do texto.",vigente,"aba Língua Portuguesa, linha 37","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 107"
EF12LP09,ef-comp-lp,1 | 2,campo_pratica,,ef-comp-lp-catu-campo-da-vida-publica,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-compreensao-em-leitura,"Ler e compreender, em colaboração com os colegas e com a ajuda do professor, slogans, anúncios publicitários e textos de campanhas de conscientização destinados ao público infantil, dentre outros gêneros do campo publicitário, considerando a situação comunicativa e o tema/assunto do texto.",vigente,"aba Língua Portuguesa, linha 38","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 107"
EF12LP10,ef-comp-lp,1 | 2,campo_pratica,,ef-comp-lp-catu-campo-da-vida-publica,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-compreensao-em-leitura,"Ler e compreender, em colaboração com os colegas e com a ajuda do professor, cartazes, avisos, folhetos, regras e regulamentos que organizam a vida na comunidade escolar, dentre outros gêneros do campo da atuação cidadã, considerando a situação comunicativa e o tema/assunto do texto.",vigente,"aba Língua Portuguesa, linha 39","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 107"
EF12LP11,ef-comp-lp,1 | 2,campo_pratica,,ef-comp-lp-catu-campo-da-vida-publica,ef-comp-lp-prat-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-escrita-compartilhada,"Escrever, em colaboração com os colegas e com a ajuda do professor, fotolegendas em notícias, manchetes e lides em notícias, álbum de fotos digital noticioso e notícias curtas para público infantil, digitais ou impressos, dentre outros gêneros do campo jornalístico, considerando a situação comunicativa e o tema/assunto do texto.",vigente,"aba Língua Portuguesa, linha 40","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 109"
EF12LP12,ef-comp-lp,1 | 2,campo_pratica,,ef-comp-lp-catu-campo-da-vida-publica,ef-comp-lp-prat-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-escrita-compartilhada,"Escrever, em colaboração com os colegas e com a ajuda do professor, slogans, anúncios publicitários e textos de campanhas de conscientização destinados ao público infantil, dentre outros gêneros do campo publicitário, considerando a situação comunicativa e o tema/ assunto/finalidade do texto.",vigente,"aba Língua Portuguesa, linha 41","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 109"
EF12LP13,ef-comp-lp,1 | 2,campo_pratica,,ef-comp-lp-catu-campo-da-vida-publica,ef-comp-lp-prat-oralidade,,ef-comp-lp-oc-producao-de-texto-oral,"Planejar, em colaboração com os colegas e com a ajuda do professor, slogans e peça de campanha de conscientização destinada ao público infantil que possam ser repassados oralmente por meio de ferramentas digitais, em áudio ou vídeo, considerando a situação comunicativa e o tema/assunto/finalidade do texto.",vigente,"aba Língua Portuguesa, linha 42","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 109"
EF12LP14,ef-comp-lp,1 | 2,campo_pratica,,ef-comp-lp-catu-campo-da-vida-publica,ef-comp-lp-prat-analise-linguistica-semiotica-alfabetizacao,,ef-comp-lp-oc-forma-de-composicao-do-texto,"Identificar e reproduzir, em fotolegendas de notícias, álbum de fotos digital noticioso, cartas de leitor (revista infantil), digitais ou impressos, a formatação e diagramação específica de cada um desses gêneros, inclusive em suas versões orais.",vigente,"aba Língua Portuguesa, linha 43","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 109"
EF12LP15,ef-comp-lp,1 | 2,campo_pratica,,ef-comp-lp-catu-campo-da-vida-publica,ef-comp-lp-prat-analise-linguistica-semiotica-alfabetizacao,,ef-comp-lp-oc-forma-de-composicao-do-texto,Identificar a forma de composição de slogans publicitários.,vigente,"aba Língua Portuguesa, linha 44","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 109"
EF12LP16,ef-comp-lp,1 | 2,campo_pratica,,ef-comp-lp-catu-campo-da-vida-publica,ef-comp-lp-prat-analise-linguistica-semiotica-alfabetizacao,,ef-comp-lp-oc-forma-de-composicao-do-texto,"Identificar e reproduzir, em anúncios publicitários e textos de campanhas de conscientização destinados ao público infantil (orais e escritos, digitais ou impressos), a formatação e diagramação específica de cada um desses gêneros, inclusive o uso de imagens.",vigente,"aba Língua Portuguesa, linha 45","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 109"
EF12LP17,ef-comp-lp,1 | 2,campo_pratica,,ef-comp-lp-catu-campo-das-praticas-de-estudo-e-pesquisa,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-compreensao-em-leitura,"Ler e compreender, em colaboração com os colegas e com a ajuda do professor, enunciados de tarefas escolares, diagramas, curiosidades, pequenos relatos de experimentos, entrevistas, verbetes de enciclopédia infantil, entre outros gêneros do campo investigativo, considerando a situação comunicativa e o tema/assunto do texto.",vigente,"aba Língua Portuguesa, linha 46","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 111"
EF12LP18,ef-comp-lp,1 | 2,campo_pratica,,ef-comp-lp-catu-campo-artistico-literario,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-apreciacao-estetica-estilo,"Apreciar poemas e outros textos versificados, observando rimas, sonoridades, jogos de palavras, reconhecendo seu pertencimento ao mundo imaginário e sua dimensão de encantamento, jogo e fruição.",vigente,"aba Língua Portuguesa, linha 47","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 113"
EF12LP19,ef-comp-lp,1 | 2,campo_pratica,,ef-comp-lp-catu-campo-artistico-literario,ef-comp-lp-prat-analise-linguistica-semiotica-alfabetizacao,,ef-comp-lp-oc-formas-de-composicao-de-textos-poeticos,"Reconhecer, em textos versificados, rimas, sonoridades, jogos de palavras, palavras, expressões, comparações, relacionando-as com sensações e associações.",vigente,"aba Língua Portuguesa, linha 48","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 113"
EF15LP01,ef-comp-lp,1 | 2 | 3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-reconstrucao-das-condicoes-de-producao-e-recepcao-de-textos,"Identificar a função social de textos que circulam em campos da vida social dos quais participa cotidianamente (a casa, a rua, a comunidade, a escola) e nas mídias impressa, de massa e digital, reconhecendo para que foram produzidos, onde circulam, quem os produziu e a quem se destinam.",vigente,"aba Língua Portuguesa, linha 49","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 97"
EF15LP02,ef-comp-lp,1 | 2 | 3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-estrategia-de-leitura,"Estabelecer expectativas em relação ao texto que vai ler (pressuposições antecipadoras dos sentidos, da forma e da função social do texto), apoiando-se em seus conhecimentos prévios sobre as condições de produção e recepção desse texto, o gênero, o suporte e o universo temático, bem como sobre saliências textuais, recursos gráficos, imagens, dados da própria obra (índice, prefácio etc.), confirmando antecipações e inferências realizadas antes e durante a leitura de textos, checando a adequação das hipóteses realizadas.",vigente,"aba Língua Portuguesa, linha 50","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 97"
EF15LP03,ef-comp-lp,1 | 2 | 3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-estrategia-de-leitura,Localizar informações explícitas em textos.,vigente,"aba Língua Portuguesa, linha 51","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 97"
EF15LP04,ef-comp-lp,1 | 2 | 3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-leitura-escuta-compartilhada-e-autonoma,,ef-comp-lp-oc-estrategia-de-leitura,Identificar o efeito de sentido produzido pelo uso de recursos expressivos gráfico-visuais em textos multissemióticos.,vigente,"aba Língua Portuguesa, linha 52","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 97"
EF15LP05,ef-comp-lp,1 | 2 | 3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-producao-de-textos-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-planejamento-de-texto,"Planejar, com a ajuda do professor, o texto que será produzido, considerando a situação comunicativa, os interlocutores (quem escreve/para quem escreve); a finalidade ou o propósito (escrever para quê); a circulação (onde o texto vai circular); o suporte (qual é o portador do texto); a linguagem, organização e forma do texto e seu tema, pesquisando em meios impressos ou digitais, sempre que for preciso, informações necessárias à produção do texto, organizando em tópicos os dados e as fontes pesquisadas.",vigente,"aba Língua Portuguesa, linha 53","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 97"
EF15LP06,ef-comp-lp,1 | 2 | 3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-producao-de-textos-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-revisao-de-textos,"Reler e revisar o texto produzido com a ajuda do professor e a colaboração dos colegas, para corrigi-lo e aprimorá-lo, fazendo cortes, acréscimos, reformulações, correções de ortografia e pontuação.",vigente,"aba Língua Portuguesa, linha 54","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 97"
EF15LP07,ef-comp-lp,1 | 2 | 3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-producao-de-textos-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-edicao-de-textos,"Editar a versão final do texto, em colaboração com os colegas e com a ajuda do professor, ilustrando, quando for o caso, em suporte adequado, manual ou digital.",vigente,"aba Língua Portuguesa, linha 55","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 97"
EF15LP08,ef-comp-lp,1 | 2 | 3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-producao-de-textos-escrita-compartilhada-e-autonoma,,ef-comp-lp-oc-utilizacao-de-tecnologia-digital,"Utilizar software, inclusive programas de edição de texto, para editar e publicar os textos produzidos, explorando os recursos multissemióticos disponíveis.",vigente,"aba Língua Portuguesa, linha 56","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 97"
EF15LP09,ef-comp-lp,1 | 2 | 3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-oralidade,,ef-comp-lp-oc-oralidade-publica-intercambio-conversacional-em-sala-de-aula,"Expressar-se em situações de intercâmbio oral com clareza, preocupando-se em ser compreendido pelo interlocutor e usando a palavra com tom de voz audível, boa articulação e ritmo adequado.",vigente,"aba Língua Portuguesa, linha 57","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 97"
EF15LP10,ef-comp-lp,1 | 2 | 3 | 4 | 5,campo_pratica,,ef-comp-lp-catu-todos-os-campos-de-atuacao,ef-comp-lp-prat-oralidade,,ef-comp-lp-oc-escuta-atenta,"Escutar, com atenção, falas de professores e colegas, formulando perguntas pertinentes ao tema e solicitando esclarecimentos sempre que necessário.",vigente,"aba Língua Portuguesa, linha 58","Base-Nacional-Comum-Curricular-BNCC.pdf, página PDF 97"
